time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_access_walk	arrivals_access_walk	stuck_access_walk	en-route_access_walk	departures_bike	arrivals_bike	stuck_bike	en-route_bike	departures_car	arrivals_car	stuck_car	en-route_car	departures_egress_walk	arrivals_egress_walk	stuck_egress_walk	en-route_egress_walk	departures_other	arrivals_other	stuck_other	en-route_other	departures_pt	arrivals_pt	stuck_pt	en-route_pt	departures_ride	arrivals_ride	stuck_ride	en-route_ride
03:45:00	13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:50:00	13800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
03:55:00	14100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:00:00	14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:05:00	14700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:10:00	15000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:15:00	15300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:20:00	15600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:25:00	15900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:30:00	16200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:35:00	16500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:40:00	16800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:45:00	17100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:50:00	17400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
04:55:00	17700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:00:00	18000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:05:00	18300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:10:00	18600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:15:00	18900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:20:00	19200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:25:00	19500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:30:00	19800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:35:00	20100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:40:00	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:45:00	20700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:50:00	21000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05:55:00	21300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06:00:00	21600	219	58	0	161	84	39	0	45	22	7	0	15	39	5	0	34	5	1	0	4	15	3	0	12	54	3	0	51	0	0	0	0
06:05:00	21900	264	175	0	250	83	67	0	61	18	20	0	13	67	19	0	82	19	9	0	14	14	16	0	10	62	44	0	69	1	0	0	1
06:10:00	22200	319	248	0	321	94	88	0	67	24	10	0	27	88	51	0	119	51	35	0	30	15	9	0	16	45	54	0	60	2	1	0	2
06:15:00	22500	331	303	0	349	86	92	0	61	25	25	0	27	92	61	0	150	61	50	0	41	15	17	0	14	49	57	0	52	3	1	0	4
06:20:00	22800	367	333	0	383	97	95	0	63	21	21	0	27	95	90	0	155	90	64	0	67	14	14	0	14	50	45	0	57	0	4	0	0
06:25:00	23100	352	347	0	388	96	102	0	57	21	26	0	22	102	83	0	174	83	74	0	76	9	13	0	10	40	49	0	48	1	0	0	1
06:30:00	23400	357	359	0	386	91	88	0	60	15	22	0	15	88	98	0	164	98	98	0	76	20	10	0	20	45	42	0	51	0	1	0	0
06:35:00	23700	381	377	0	390	107	101	0	66	22	15	0	22	101	96	0	169	96	104	0	68	8	13	0	15	47	48	0	50	0	0	0	0
06:40:00	24000	353	363	0	380	99	95	0	70	19	25	0	16	95	86	0	178	86	93	0	61	8	17	0	6	46	47	0	49	0	0	0	0
06:45:00	24300	371	363	0	388	91	100	0	61	17	17	0	16	100	107	0	171	107	90	0	78	16	7	0	15	39	42	0	46	1	0	0	1
06:50:00	24600	329	350	0	367	85	87	0	59	20	18	0	18	87	91	0	167	91	95	0	74	4	11	0	8	41	47	0	40	1	1	0	1
06:55:00	24900	346	328	0	385	82	87	0	54	22	20	0	20	87	89	0	165	89	85	0	78	15	10	0	13	51	36	0	55	0	1	0	0
07:00:00	25200	356	355	0	386	97	93	0	58	23	21	0	22	93	84	0	174	84	92	0	70	11	11	0	13	47	54	0	48	1	0	0	1
07:05:00	25500	359	353	0	392	90	78	0	70	19	21	0	20	78	101	0	151	101	97	0	74	13	10	0	16	57	45	0	60	1	1	0	1
07:10:00	25800	373	389	0	376	89	99	0	60	26	22	0	24	99	104	0	146	104	98	0	80	13	17	0	12	40	47	0	53	2	2	0	1
07:15:00	26100	337	335	0	378	75	78	0	57	28	26	0	26	78	81	0	143	81	89	0	72	15	9	0	18	59	52	0	60	1	0	0	2
07:20:00	26400	332	372	0	338	82	84	0	55	17	27	0	16	84	94	0	133	94	91	0	75	8	20	0	6	45	54	0	51	2	2	0	2
07:25:00	26700	345	328	0	355	91	81	0	65	19	18	0	17	81	86	0	128	86	86	0	75	16	8	0	14	52	48	0	55	0	1	0	1
07:30:00	27000	328	316	0	367	92	93	0	64	20	15	0	22	93	62	0	159	62	83	0	54	16	15	0	15	44	47	0	52	1	1	0	1
07:35:00	27300	351	349	0	369	88	100	0	52	17	23	0	16	100	80	0	179	80	78	0	56	17	18	0	14	47	49	0	50	2	1	0	2
07:40:00	27600	322	318	0	373	75	74	0	53	17	19	0	14	74	91	0	162	91	78	0	69	11	11	0	14	51	44	0	57	3	1	0	4
07:45:00	27900	375	393	0	355	89	87	0	55	22	16	0	20	87	106	0	143	106	106	0	69	17	17	0	14	53	58	0	52	1	3	0	2
07:50:00	28200	281	302	0	334	66	64	0	57	28	26	0	22	64	74	0	133	74	75	0	68	11	14	0	11	36	47	0	41	2	2	0	2
07:55:00	28500	303	312	0	325	79	77	0	59	21	23	0	20	77	76	0	134	76	86	0	58	11	9	0	13	39	39	0	41	0	2	0	0
08:00:00	28800	356	343	0	338	85	90	0	54	29	22	0	27	90	88	0	136	88	90	0	56	8	15	0	6	55	38	0	58	1	0	0	1
08:05:00	29100	324	285	0	377	101	75	0	80	23	28	0	22	75	65	0	146	65	55	0	66	14	10	0	10	44	51	0	51	2	1	0	2
08:10:00	29400	338	356	0	359	77	101	0	56	14	23	0	13	101	84	0	163	84	88	0	62	15	12	0	13	47	46	0	52	0	2	0	0
08:15:00	29700	363	322	0	400	86	81	0	61	23	11	0	25	81	90	0	154	90	79	0	73	16	13	0	16	67	48	0	71	0	0	0	0
08:20:00	30000	333	370	0	363	94	84	0	71	11	27	0	9	84	87	0	151	87	94	0	66	13	14	0	15	43	64	0	50	1	0	0	1
08:25:00	30300	350	350	0	363	89	100	0	60	22	15	0	16	100	93	0	158	93	86	0	73	12	16	0	11	34	39	0	45	0	1	0	0
08:30:00	30600	333	314	0	382	81	77	0	64	20	15	0	21	77	87	0	148	87	82	0	78	15	8	0	18	53	45	0	53	0	0	0	0
08:35:00	30900	335	352	0	365	83	85	0	62	26	25	0	22	85	83	0	150	83	94	0	67	13	16	0	15	45	49	0	49	0	0	0	0
08:40:00	31200	334	335	0	364	83	84	0	61	23	22	0	23	84	86	0	148	86	90	0	63	13	14	0	14	45	39	0	55	0	0	0	0
08:45:00	31500	337	351	0	350	80	90	0	51	18	19	0	22	90	89	0	149	89	86	0	66	17	18	0	13	42	49	0	48	1	0	0	1
08:50:00	31800	351	364	0	337	94	85	0	60	25	28	0	19	85	96	0	138	96	96	0	66	13	14	0	12	38	45	0	41	0	0	0	1
08:55:00	32100	342	351	0	328	89	90	0	59	14	20	0	13	90	88	0	140	88	103	0	51	7	10	0	9	54	39	0	56	0	1	0	0
09:00:00	32400	116	247	0	197	0	47	0	12	0	12	0	1	47	69	0	118	69	66	0	54	0	8	0	1	0	45	0	11	0	0	0	0
09:05:00	32700	65	140	0	122	0	11	0	1	0	1	0	0	11	54	0	75	54	63	0	45	0	1	0	0	0	10	0	1	0	0	0	0
09:10:00	33000	41	84	0	79	0	1	0	0	0	0	0	0	1	40	0	36	40	42	0	43	0	0	0	0	0	1	0	0	0	0	0	0
09:15:00	33300	24	65	0	38	0	0	0	0	0	0	0	0	0	24	0	12	24	41	0	26	0	0	0	0	0	0	0	0	0	0	0	0
09:20:00	33600	9	31	0	16	0	0	0	0	0	0	0	0	0	9	0	3	9	22	0	13	0	0	0	0	0	0	0	0	0	0	0	0
09:25:00	33900	3	12	0	7	0	0	0	0	0	0	0	0	0	3	0	0	3	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0
09:30:00	34200	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0
09:35:00	34500	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
09:40:00	34800	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
09:45:00	35100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09:50:00	35400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
09:55:00	35700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:00:00	36000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:05:00	36300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:10:00	36600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:15:00	36900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:20:00	37200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:25:00	37500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:30:00	37800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:35:00	38100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:40:00	38400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:45:00	38700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:50:00	39000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10:55:00	39300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:00:00	39600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:05:00	39900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:10:00	40200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:15:00	40500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:20:00	40800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:25:00	41100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:30:00	41400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:35:00	41700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:40:00	42000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:45:00	42300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:50:00	42600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11:55:00	42900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:00:00	43200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:05:00	43500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:10:00	43800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:15:00	44100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:20:00	44400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:25:00	44700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:30:00	45000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:35:00	45300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:40:00	45600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:45:00	45900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:50:00	46200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12:55:00	46500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:00:00	46800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:05:00	47100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:10:00	47400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:15:00	47700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:20:00	48000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:25:00	48300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:30:00	48600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:35:00	48900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:40:00	49200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:45:00	49500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:50:00	49800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13:55:00	50100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:00:00	50400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:05:00	50700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:10:00	51000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:15:00	51300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:20:00	51600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:25:00	51900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:30:00	52200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:35:00	52500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:40:00	52800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:45:00	53100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:50:00	53400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14:55:00	53700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:00:00	54000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:05:00	54300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:10:00	54600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:15:00	54900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15:20:00	55200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
